exam_set_id,subject,year,grade,session,syllabus,question_paper_file_name,memo_file_name,group_id,group_title,group_instructions,question_id,parent_id,question_text,marks,scenario,context,options,match_data,guide_table,memo_question_text,marker_instruction,model_answers,sub_answers,essay_structure,memo_structured_answer,memo_marks,memo_max_marks,memo_notes,memo_topic
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 1,UVAVANYO LOKUQONDA,Funda esi sicatshulwa singezantsi uze uphendule imibuzo elandelayo.,1.1.4,1.1,Nika uncedo lwenkqubo iSho't Left kwipokotho yomkhenkethi.,1,,,,,,,,"[""Ivumela ukuba angasebenzisi mali ininzi.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 1,UVAVANYO LOKUQONDA,Funda esi sicatshulwa singezantsi uze uphendule imibuzo elandelayo.,1.1.5,1.1,Chaza isizathu sokuba kubengcono ukuhambela eMelika kunokuhambela amazwe afana nooThailand.,2,,,,,,,,"[""Kungokuba kwilizwe laseMelika uyakwazi ukuthi nge-Visa enye ukhenkethele amazwana ayo amaninzi kanti eyamazwe anjengeThailand i-Visa isebenziseka kwilizwe elinye kuphela.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 1,UVAVANYO LOKUQONDA,Funda esi sicatshulwa singezantsi uze uphendule imibuzo elandelayo.,1.1.6,1.1,Khetha impendulo echanekileyo kwezi: Imali esetyenziswa kwilizwe lasemazantsi eMelika ...,1,,,"[{""text"": ""yiyuro."", ""label"": ""A""}, {""text"": ""yirandi."", ""label"": ""B""}, {""text"": ""yiponti."", ""label"": ""C""}, {""text"": ""yidola."", ""label"": ""D""}]",,,,,"[""D/D yidola/yidola.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 1,UVAVANYO LOKUQONDA,Funda esi sicatshulwa singezantsi uze uphendule imibuzo elandelayo.,1.1.7,1.1,Caphula isivakalisi esingqina ukuba ukukhenketha xa ingeloxesha leeholide kulungile.,2,,,,,,,,"[""Elona thuba lilungileyo abantu abanokukhenketha ngalo kuxa kungeyoholide kuba amaxabiso ayehla.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 1,UVAVANYO LOKUQONDA,Funda esi sicatshulwa singezantsi uze uphendule imibuzo elandelayo.,1.1.8,1.1,"Nika intsingiselo eziswa sisakhi u'zi' obhalwe ngqindilili kwisivakalisi esingezantsi.

'... kukwakunika ithuba lokuzipholela wedwa kwiiresort, uziphumlele kakuhle.'",2,,,,,,,,"[""Eyokuba uzenzela ngokwakhe ukuba avakalelwe ngolo hlobo.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 1,UVAVANYO LOKUQONDA,Funda esi sicatshulwa singezantsi uze uphendule imibuzo elandelayo.,1.1.9,1.1,Xela uncedo lwenkqubo iFlexi Fares kubakhenkethi.,1,,,,,,,Nayiphi kwezi.,"[""Lolokuba abakhenkethi babenakho ukuhlawula naziphi iindleko ezinxulumene nokhenketho ngezavenge"", ""lolokuba umkhenkethi angahlawuli imali eninzi ngexesha elinye kwiindleko zokhenketho.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 1,UVAVANYO LOKUQONDA,Funda esi sicatshulwa singezantsi uze uphendule imibuzo elandelayo.,1.2,,Funda lo mfanekiso ungezantsi uze uphendule imibuzo elandelayo.,,"ISICATSHULWA B: OKUBONWAYO
Visual description: Two personified characters resembling half-moons. One character on the left wears glasses and looks angry. The character on the right is holding a lit cigarette. Between them is a sign showing a crossed-out cigarette (No Smoking). At the bottom, text reads: 'MAN NDIZIVA NDIFUNA UKUNYHASHA ILUNGELO LOMNTU NGALO MZUZU!'",,,,,ISICATSHULWA B,,,,,,,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 1,UVAVANYO LOKUQONDA,Funda esi sicatshulwa singezantsi uze uphendule imibuzo elandelayo.,1.2.1,1.2,Nika intsingiselo yophawu oluphakathi kwabantu abakulo mfanekiso.,2,,,,,,,,"[""Yeyokuba abantwana/abantu abavumelekanga ukungena kule ndawo"", ""ukutshaya kuyingozi empilweni yabantwana/yabantu"", ""ukutshaya kubulala abantwana/abantu.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 1,UVAVANYO LOKUQONDA,Funda esi sicatshulwa singezantsi uze uphendule imibuzo elandelayo.,1.2.2,1.2,Umzobi usenze njani isimntwiso esibonakala kulo mfanekiso?,2,,,,,,,,"[""Ngokwenza izigarethi zibekwimo yabantu.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 1,UVAVANYO LOKUQONDA,Funda esi sicatshulwa singezantsi uze uphendule imibuzo elandelayo.,1.2.3,1.2,Bhala isilumkiso osinika abantu malunga nokutshaya wakuba ufunde lo mfanekiso.,2,,,,,,,Nayiphi impendulo echanekileyo iya kwamkeleka.,"[""Sesokuba makungatshaywa icuba phakathi kwabantwana.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 2,USHWANKATHELO,Funda isicatshulwa C esingezantsi uze ubhale iingongoma oza kuzisebenzisa xa unika intetho koosomashishini malunga nendlela okunokunceda ngayo ukuba newebhusayithi kwishishini lakho.,2,,Bhala isishwankathelo sibe kwimo yeengongoma ungadluli kumagama angama-70. Nombola izivakalisi zakho ukusuka ku-1 ukuya ku-7. Sebenzisa izivakalisi ezipheleleyo ukubhala iingongoma. Sebenzisa AMAZWI AKHO kangangoko unako.,10,"ISICATSHULWA C

YIBA NEWEBHUSAYITHI KWISHISHINI LAKHO

Abantu abaninzi bazifumana kwi-intanethi iinkcukacha ezibhekiselele kumashishini. Yiyiphi eyona ndlela ilula nexhaphakileyo yokufumana iivenkile nezinye iinkonzo kumntu ofikayo kwidolophu okanye kwisixeko esitsha? Kukusebenzisa uGoogle! Sesi sizathu kanye esinokubangela ukuba ishishini lakho libe newebhusayithi. 

Iwebhusayithi inceda abantu, ngakumbi abafikayo endaweni, ukuba bazifumane lula iinkcukacha zamashishini abawafunayo. Oku kubalulekile kuba umntu okwindawo angayiqhelanga akanalwazi ngamashishini afumaneka kuyo.

Iwebhusayithi iyaliqaqambisa ishishini lakho kuba inika abathengi iinkcukacha ezizeleyo ngalo kwaye zifikelela lula kubo. Iinkcukacha ezifunyanwa kumakhadana oosomashishini aziziphuhlisi ngokupheleleyo iinkonzo zeshishini. 

Unxibelelwano ngewebhusayithi luhlala luvulekile ngamaxesha onke ukuphendula imibuzo yabantu ngeshishini lakho. Oko kunceda nabantu abaxakekileyo ukuze bazifumane iinkcukacha zalo nanini na. Ukuphendula imibuzo yabathengi ngomnxeba kuchitha ixesha.

Iwebhusayithi ikutsalela abathengi abathi beqhagamshelana neshishini babe sebesithathile isigqibo sokulixuma! Abantu abaninzi baqala ngokuzingela ulwazi kwi-intanethi phambi kokuba benze imigudu yokuqhagamshelana neshishini. Abathengi basoloko benolwazi ngenkonzo oyithengisayo.

Iwebhusayithi yeshishini inceda ukuba abathengi bakuthembe kuba zivela zonke iinkcukacha ezibalulekileyo ngobume beshishini. Umzekelo, luyavela ulwazi ngempumelelo yalo, imifanekiso neenkcukacha ngemveliso okanye inkonzo oyithengisayo.

Kukuthatha ithutyana elingangeyure ukutshintsha zonke iinkcukacha zeshishini lakho kwiwebhusayithi, xa kuthelekiswa nezinye iindlela zokubhengeza. Umzekelo, ukutshintsha iinkcukacha ezixhonywe kwiibhilbhodi, eziqulethe ulwazi ngedilesi, abasebenzi abafikayo nabahambayo kungakuthatha ixesha elide. 

Iwebhusayithi ifikelela kuninzi lwabantu ehlabathini jikelele ngentlawulo engephi kunokusebenzisa ezinye iindlela zokubhengeza. Kunjalo nje, akudleki kuba akukho zintlawulo zakuprinta nakuthumela.

Lilonke, ukubanewebhusayithi kwishishini lakho kukutsalela uninzi lwabaxhasi kwingingqi ohlala kuyo nakwihlabathi liphela ungadlekanga kuyaphi. Kwaye kukwenzela ubomi lula.",,,,,,,,,,,,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 3,ISIBHENGEZO-NTENGISO,Funda esi sibhengezo-ntengiso uze uphendule imibuzo elandelayo.,3.1,,Xela ukuba ipronutro ityiwa ngeliphi ixesha lemini ngokwale ntengiso.,1,"ISICATSHULWA D
An advertisement for ProNutro. Image shows a stack of smooth balanced stones. On top of the stack is a box of ProNutro Whole Wheat cereal. Text: '100 % PERFECTLY BALANCED!', 'Ntingela emajukujukwini ngokuzifumanela isidlo sakusasa esinazo zonke izakhamzimba ozidingayo!', 'Ulindeni? Zifumanele eyakho kwiivenkile eziphambili zokutya eMzantsi Afrika!'",,,,,,,"[""Kusasa.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 3,ISIBHENGEZO-NTENGISO,Funda esi sibhengezo-ntengiso uze uphendule imibuzo elandelayo.,3.2,,Nika isilogani sale mveliso.,1,,,,,,,,"[""100% Perfectly balanced.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 3,ISIBHENGEZO-NTENGISO,Funda esi sibhengezo-ntengiso uze uphendule imibuzo elandelayo.,3.3,,Xela indawo efumaneka kuyo le mveliso.,1,,,,,,,,"[""Kwiivenkile eziphambili zokutya eMzantsi Afrika.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 3,ISIBHENGEZO-NTENGISO,Funda esi sibhengezo-ntengiso uze uphendule imibuzo elandelayo.,3.4,,Chonga ibinzana elisetyenziselwe ukuqhatha abathengi kwesi sibhengezo ntengiso.,2,,,,,,,,"[""Ntingela emajukujukwini ...""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 3,ISIBHENGEZO-NTENGISO,Funda esi sibhengezo-ntengiso uze uphendule imibuzo elandelayo.,3.5,,Khetha impendulo echanekileyo kwezi zilandelayo. Le mveliso inezakhamzimba ...,1,,,"[{""text"": ""ezikhethekileyo."", ""label"": ""A""}, {""text"": ""ezanelisayo."", ""label"": ""B""}, {""text"": ""ezithandwayo."", ""label"": ""C""}, {""text"": ""ozidingayo."", ""label"": ""D""}]",,,,,"[""D/D inezakhamzimba ozidingayo"", ""inezakhamzimba ozidingayo.""]",,,,1,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 3,ISIBHENGEZO-NTENGISO,Funda esi sibhengezo-ntengiso uze uphendule imibuzo elandelayo.,3.6,,Chaza isizathu sokuba le mveliso ibekwe phezu kwamatye acunjiweyo kwesi sibhengezo-ntengiso.,2,,,,,,,Nayiphi impendulo echanekileyo iya kwamkeleka.,"[""Kukubonisa ukuba ikuthatha ikubeke kwinqanaba eliphezulu ngokwasempilweni"", ""kukubonisa ukuba xa uyitya umelana neemeko zonke zosuku.""]",,,,2,,,
55f3dbb4-5757-449f-99c6-30467dc2b525,IsiXhosa Ulwimi Lokuqala Olongezelelweyo (FAL) P1,2019,12,,SC/NSC,IsiXhosa-FAL-P1-May-June-2019.pdf,IsiXhosa-FAL-P1-May-June-2019-Memo.pdf,QUESTION 3,ISIBHENGEZO-NTENGISO,Funda esi sibhengezo-ntengiso uze uphendule imibuzo elandelayo.,3.7,,Ingaba le ntengiso ijolise ekuncedeni (umnini-mveliso/umthengi)? Xhasa impendulo yakho.,2,,,,,,,Nayiphi impendulo echanekileyo exhasayo iya kwamkeleka.,"[""Umnini-mveliso kuba nguye ofumana inzuzo ngokuthengwa kwayo."", ""Umthengi kuba utsho azi banzi ngale mveliso malunga noncedo lwayo nendawo efumaneka kuyo"", ""inazo zonke izakha-mzimba.""]",,,,2,,,
